plan_vs_actual.dept_key,plan_vs_actual.division,plan_vs_actual.department,plan_vs_actual.channel,plan_vs_actual.fiscal_year,plan_vs_actual.fiscal_month,plan_vs_actual.fiscal_month_no,plan_vs_actual.has_actual,plan_vs_actual.plan_sales_dollars,plan_vs_actual.budget_sales_dollars,plan_vs_actual.budget_markdown_dollars,plan_vs_actual.budget_receipts_cost,plan_vs_actual.actual_sales_dollars,plan_vs_actual.plan_markdown_dollars,plan_vs_actual.actual_markdown_dollars,plan_vs_actual.actual_eom_retail,plan_vs_actual.plan_bom_retail,plan_vs_actual.plan_eom_retail,plan_vs_actual.plan_receipts_retail,plan_vs_actual.plan_shrink_dollars
Women Bottoms,Women,Bottoms,Retail Stores,2024,Aug,7,true,9086.07,8890.14,1063.82,3617.47,9495.62,1073.31,1108.14,27229.75,24584.39,27601.07,13257.83,81.77
Girls Outerwear,Girls,Outerwear,Wholesale,2025,Jul,6,true,9081.26,9095.99,204.52,5804.06,8278.25,157.2,176.8,8840.61,7144.15,8835.67,10939.06,9.08
Girls Outerwear,Girls,Outerwear,Wholesale,2024,Feb,1,true,9077.72,8709.41,157.5,4812.97,8489.7,166.78,151.71,10745.22,9541.18,9581.66,9294.05,9.08
Girls Outerwear,Girls,Outerwear,Wholesale,2026,Mar,2,true,9074.45,9826.23,181.25,3387.7,9588.88,185.2,215.96,7198.21,10341.66,7544.92,6471.99,9.07
Boys Sets,Boys,Sets,Wholesale,2024,Sep,8,true,9063.28,9177.65,184.81,5472.27,9789.55,200.09,215.1,6293.23,6610.75,7318.93,9980.61,9.06
Women Tops,Women,Tops,Wholesale,2026,May,4,true,9051.02,9238.34,177.96,4600.98,7473.62,183.64,201.41,10584.26,10205.32,9374.24,8412.63,9.05
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,May,4,true,9030.84,8787.3,815.77,2590.98,9227.85,1000.45,1286.69,25559.74,29105.5,26661.75,7668.82,81.28
Women Sleepwear,Women,Sleepwear,Wholesale,2024,Jul,6,true,9027.98,8865.49,186.32,5982.29,8178.81,183.75,189.58,9638.44,6919.26,9190.34,11491.85,9.03
Women Dresses,Women,Dresses,Wholesale,2024,Nov,10,true,9010.76,8844.68,154.55,1753.06,8036.53,177.8,184.21,10189.19,14268.98,9346.48,4275.08,9.01
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2026,Aug,7,false,8992.27,8371.31,931.49,3205.68,,1050.22,,,25192.6,26108.45,11039.28,80.93
Boys Sleepwear,Boys,Sleepwear,Wholesale,2024,Feb,1,true,8989.84,9031.98,189.65,4937.33,9237.1,198.03,207.11,8724.26,9026.88,9238.06,9408.05,8.99
Girls Outerwear,Girls,Outerwear,Wholesale,2025,Oct,9,true,8984.18,8839.77,168.65,6727.27,7845.49,169.66,170.04,10988.09,5706.94,8655.01,12110.89,8.98
Women Tops,Women,Tops,Wholesale,2025,Apr,3,true,8960.72,8825.53,158.41,1609.9,8850.92,161.13,152.77,8342.03,14279.11,8603.56,3455.27,8.96
Women Bottoms,Women,Bottoms,Wholesale,2026,Nov,10,false,8908.84,9518.29,199.47,1913.84,,184.53,,,14307.86,9139.79,3934.2,8.91
Boys Swim,Boys,Swim,Retail Stores,2024,Jan,12,true,8905.52,8910.34,1067.03,0,8605.22,970.61,993.52,37764.08,47455.22,37498.95,0,80.15
Women Tops,Women,Tops,Wholesale,2025,Jan,12,true,8886.7,8967.88,195.84,5999.84,7055.69,200.5,218.02,10226.13,7255.68,8396.72,10237.13,8.89
Women Sleepwear,Women,Sleepwear,Retail Stores,2026,Aug,7,false,8855.16,8969.26,864.52,4093.94,,1014.11,,,24441.26,23963.32,9471.02,79.7
Boys Sets,Boys,Sets,Wholesale,2026,Aug,7,false,8839.76,8230.52,173.56,263.93,,193.42,,,18006.09,8964.08,0,8.84
Baby Sets,Baby,Sets,Retail Stores,2025,Feb,1,true,8839.38,8948.53,891.47,820.24,8478.93,898.99,924.15,24348.89,32646.73,23931.36,1102.56,79.55
Boys Sleepwear,Boys,Sleepwear,Wholesale,2025,Mar,2,true,8823.78,8635.74,161.16,3150.43,7877.12,172.83,202.47,7680.06,10678.98,6796.91,5123.36,8.82
Women Bottoms,Women,Bottoms,Wholesale,2024,Sep,8,true,8823.06,8740.62,149.92,5011.74,7455.76,165.54,220.68,6539.8,5912.97,7191.4,10275.85,8.82
Women Tops,Women,Tops,Wholesale,2025,Dec,11,true,8796.93,8540.84,179.06,1758.06,8513.15,185.52,147.42,7467.97,11821.96,7255.68,4424.97,8.8
Baby Sets,Baby,Sets,Retail Stores,2026,Jan,12,false,8784.75,8989.65,870.79,0,,897.89,,,50731.63,40969.93,0,79.06
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,May,4,true,8763.02,8473.46,947.28,3452.22,8508.96,809.79,921.05,24173.02,27771.84,24660.79,6540.63,78.87
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Oct,9,true,8750.98,8637.58,885.52,5822.04,8931.93,837.86,755.16,22463.54,19761.25,24060.5,13966.85,78.76
Girls Outerwear,Girls,Outerwear,Wholesale,2025,Jun,5,true,8699.17,8647.6,183.33,6312.44,8817.49,179.8,159.56,8131.88,3417.08,7144.15,12614.73,8.7
Women Tops,Women,Tops,Wholesale,2024,Aug,7,true,8696.75,8740.62,150.89,371.54,8532.73,197.63,248.66,8871.22,17165.13,8817.53,555.48,8.7
Women Sleepwear,Women,Sleepwear,Wholesale,2026,Sep,8,false,8663.15,8818.41,180.93,5144.68,,190.88,,,6434.27,7185.83,9614.26,8.66
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Jun,5,true,8629.01,8551.2,843.13,303.38,8786.42,1039.13,793.57,20827.46,28390.91,20619.37,1974.26,77.66
Women Sleepwear,Women,Sleepwear,Wholesale,2024,Oct,9,true,8626.08,8615.76,177.44,6498.8,7861.79,182.98,221.58,10800.28,5341.62,8740.28,12216.36,8.63
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,Apr,3,true,8621.35,8344.61,993.61,6008.91,9396.84,1018.87,1161.57,23654.21,16965.62,24089.43,16841.62,77.59
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Mar,2,true,8614.12,8545.44,1001.39,4473.38,10087.32,988.63,1142.89,17610.09,16260.97,20574.62,13993.93,77.53
Girls Outerwear,Girls,Outerwear,Retail Stores,2026,Oct,9,false,8545.92,9173.11,978.45,5625.56,,986.29,,,18499.14,23489.72,14599.71,76.91
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2026,Jul,6,true,8536.68,7990.8,744.29,4008.54,9160.2,926.99,1130.72,23159.38,22085.63,25192.6,12647.46,76.83
Women Sleepwear,Women,Sleepwear,Retail Stores,2026,Jul,6,true,8491.35,8561.57,813.51,3708.95,9271.13,762.06,868.96,23319.51,21583.08,24441.26,12188.02,76.42
Boys Sets,Boys,Sets,Wholesale,2025,Nov,10,true,8486.68,8469.66,153.94,1523.63,8432.57,162.92,160.69,8715.48,13955.72,8919.8,3622.16,8.49
Women Dresses,Women,Dresses,Wholesale,2026,Apr,3,true,8482.82,8678.44,191.94,2128.99,8138.46,150.31,163.99,8164.54,13733.12,8283.31,3191.8,8.48
Women Bottoms,Women,Bottoms,Retail Stores,2025,Feb,1,true,8478.23,8522.41,821.19,1802.02,9473.94,848.89,901.14,22672.19,27955.75,23814.33,5262.01,76.3
Women Sleepwear,Women,Sleepwear,Wholesale,2024,Jun,5,true,8469.02,8428.46,170,6127.33,9086.85,164.79,140.89,5196.36,3640.09,6919.26,11921.45,8.47
Women Bottoms,Women,Bottoms,Retail Stores,2024,Jul,6,true,8460.89,8486.04,819.65,3889.03,7305.66,1008.45,1278.91,25841.23,24092.94,24584.39,10036.94,76.15
Women Dresses,Women,Dresses,Wholesale,2026,Jan,12,false,8452.08,8818.41,159.18,6077.68,,163.82,,,6791.51,8218.04,10050.88,8.45
Girls Outerwear,Girls,Outerwear,Retail Stores,2026,Jun,5,true,8428.08,9081.38,939.66,389.38,8965.32,789.16,911.59,19525.26,25727.38,20068.05,3633.76,75.85
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Mar,2,true,8398.25,8240.25,889.98,4202.26,7926.88,792.81,801.34,20099.02,16749.32,19889.46,12406.79,75.58
Baby Sets,Baby,Sets,Wholesale,2026,Aug,7,false,8367.99,8230.52,164.12,0,,182.44,,,16933.46,8374.66,0,8.37
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Sep,8,true,8323.25,8205.7,852.99,1909.17,6824.37,826.16,837.89,21989.42,21834.89,19761.25,7150.68,74.91
Women Bottoms,Women,Bottoms,Retail Stores,2026,Jan,12,false,8316.47,8561.57,871.24,0,,743.43,,,44539.28,35404.53,0,74.85
Women Dresses,Women,Dresses,Wholesale,2025,Aug,7,true,8311.16,8303.59,181.53,0,7536.27,172.44,178.22,9507.55,17230.62,8738.7,0,8.31
Boys Swim,Boys,Swim,Wholesale,2025,Apr,3,true,8299.41,8237.16,141.37,1428.14,8387.28,150.18,169.71,8506.47,14342.77,8397.13,2512.25,8.3
Girls Outerwear,Girls,Outerwear,Wholesale,2025,Mar,2,true,8286.77,8327.32,172.98,2865.42,8430.2,146.5,183,6288.4,10025.07,6521.71,4938.2,8.29
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Jun,5,true,8279.51,7981.12,947.02,1126.62,8074.22,981.23,1248.9,18901.87,26661.75,19001.91,1675.42,74.52
Baby Accessories,Baby,Accessories,Wholesale,2026,Aug,7,false,8278.45,8642.05,185.7,544.8,,165.03,,,16873.95,8422.2,0,8.28
Boys Swim,Boys,Swim,Wholesale,2024,Aug,7,true,8277.85,8157.92,143.57,0,9336.06,152.26,210.79,6868.43,15916.02,8026.27,548.64,8.28
Boys Swim,Boys,Swim,Wholesale,2025,Jan,12,true,8263.58,8370.02,172.06,5731.24,7042.28,158.12,140.07,10055.18,6051.16,8257.33,10636.13,8.26
Baby Sets,Baby,Sets,Wholesale,2025,Nov,10,true,8261.09,8469.66,156.43,1589.89,8363.06,186.48,238.75,8370.95,14138.71,8623.25,2940.38,8.26
Girls Outerwear,Girls,Outerwear,Retail Stores,2024,Apr,3,true,8243.08,8046.59,804.11,5142.48,7588.34,779.38,798.22,23964.41,16548.17,22327.35,14875.83,74.19
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Oct,9,true,8213.61,8061.74,728,5627.66,8131.82,840.31,1023.62,22429.21,17304.8,22678.2,14501.25,73.92
Women Sleepwear,Women,Sleepwear,Wholesale,2024,Mar,2,true,8204.72,8116.29,162.02,2507.39,8729.51,178.04,163.62,5393.65,9979.03,6418.23,4830.16,8.2
Baby Accessories,Baby,Accessories,Retail Stores,2024,Feb,1,true,8185.58,8242.07,801.47,3362.17,8264.8,951.78,1127.64,24589.95,23689.11,24289.16,9811.08,73.67
Girls Outerwear,Girls,Outerwear,Retail Stores,2026,Sep,8,false,8185.05,8714.45,942.4,2588.79,,744.65,,,21317.3,18499.14,6185.2,73.67
Boys Sleepwear,Boys,Sleepwear,Wholesale,2024,Jul,6,true,8165.62,8274.46,177.03,5776.44,8825.38,145.68,126.34,8295.2,6588.34,8330.15,10061.27,8.17
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,May,4,true,8146.49,8258.74,886.72,2460.05,7816.34,904.46,862.21,22532.99,25276.82,22048.55,5896,73.32
Women Dresses,Women,Dresses,Retail Stores,2024,Jan,12,true,8143.81,7955.66,840.8,0,8358.93,828.55,907.68,34386.82,43721.44,34675.78,0,73.29
Women Dresses,Women,Dresses,Wholesale,2026,Dec,11,false,8127.18,8398.49,173.59,1615.03,,169.08,,,12112.66,6791.51,2983.24,8.13
Boys Sets,Boys,Sets,Wholesale,2026,Jan,12,false,8083.14,7407.47,156.93,4978.33,,184.46,,,6120.09,8513.33,10668.93,8.08
Baby Accessories,Baby,Accessories,Retail Stores,2025,Jan,12,true,8069.24,7999.26,824.09,0,8597.72,775.27,879.67,38865.73,48420.21,39503.07,0,72.62
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,Mar,2,true,8050.16,8031.43,848.92,3981.54,9271.73,728.75,866.44,17554.65,16137.61,19589.19,12302.94,72.45
Boys Sets,Boys,Sets,Retail Stores,2024,Feb,1,true,8035.89,7849.59,814.03,2778.64,8021.03,831.32,859.86,22675.54,23510.48,23079.15,8508.21,72.32
Boys Sleepwear,Boys,Sleepwear,Wholesale,2024,Oct,9,true,8031.38,8041.37,170.99,5970.26,8436.17,174.97,198.88,7604.63,4904.88,8478.52,11788.03,8.03
Women Tops,Women,Tops,Wholesale,2024,Jan,12,true,8018.45,7866.56,143.4,5212.12,9108.89,163.53,119.67,6439.23,6267.92,7788.96,9711.03,8.02
Boys Sleepwear,Boys,Sleepwear,Wholesale,2024,Jun,5,true,8011.39,7866.56,146.63,5617.86,9074.11,152.26,166.92,4236.13,3205.07,6588.34,11554.93,8.01
Women Bottoms,Women,Bottoms,Wholesale,2025,Nov,10,true,7968.79,8066.35,180.96,1778.45,8033.93,150.55,159.31,7392.68,13262.55,7827.04,2691.81,7.97
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Oct,9,true,7966.7,7773.82,917.72,5396.79,7621.96,761.13,923.29,24704.32,16646.79,24186.27,16339.02,71.7
Girls Outerwear,Girls,Outerwear,Wholesale,2024,Jul,6,true,7891.86,7978.94,157.66,5301.27,7671.56,146.04,162.91,7749.78,6054.31,7686.41,9677.89,7.89
Boys Sets,Boys,Sets,Wholesale,2026,Apr,3,true,7880.71,7289.89,127.19,1112.89,7488.8,158.26,174.69,8884.41,12646.96,8345.48,3745.36,7.88
Women Tops,Women,Tops,Wholesale,2025,May,4,true,7868.72,7829.1,144.05,3830.63,8639.64,177.72,182.74,7001.67,8603.56,7484.08,6934.82,7.87
Boys Swim,Boys,Swim,Wholesale,2025,Dec,11,true,7855.07,7971.45,136.75,1426.36,8366.96,157.55,210.94,5400.41,11371.31,6051.16,2700.32,7.86
Baby Accessories,Baby,Accessories,Wholesale,2024,Nov,10,true,7852.41,7801.01,146.18,1208.35,7842.31,149.75,152.5,8118.48,13723.26,8318.63,2605.39,7.85
Women Tops,Women,Tops,Wholesale,2024,Apr,3,true,7843.31,7741.7,154.04,1368.76,8488.8,158.85,129.52,7405.77,14000.22,8212.66,2222.44,7.84
Baby Sets,Baby,Sets,Retail Stores,2024,Feb,1,true,7824.23,7849.59,730.75,2872.21,7231.82,748.81,730.24,23758.52,23732.99,23214.45,8124.92,70.42
Boys Sets,Boys,Sets,Retail Stores,2025,Jan,12,true,7822.1,7618.34,864.76,0,7879.07,821.35,689.63,36016.81,44658.91,35945.06,0,70.4
Girls Outerwear,Girls,Outerwear,Wholesale,2024,Jun,5,true,7778.12,7585.61,147.8,5752.28,7168.78,153.88,156.86,6384.22,3298.11,6054.31,10695.98,7.78
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Sep,8,true,7747.07,7658.65,838.72,2115.66,8036.54,851.09,802.37,16807.21,21406.79,17304.8,4565.9,69.72
Baby Accessories,Baby,Accessories,Wholesale,2026,Jan,12,false,7717.35,7777.84,144.51,5101.98,,173.43,,,5734.35,8020.36,10184.5,7.72
Boys Sleepwear,Boys,Sleepwear,Wholesale,2024,Mar,2,true,7707.5,7575.21,150.69,2613,8431.18,177.15,177.43,5487.87,9238.06,6362.23,5016.52,7.71
Boys Sets,Boys,Sets,Wholesale,2024,Nov,10,true,7706.89,7429.53,133.87,1494.59,7841.64,149.49,174.65,7440.68,12007.46,7408.23,3264.86,7.71
Girls Outerwear,Girls,Outerwear,Wholesale,2024,Oct,9,true,7705.32,7754.18,162.52,5619.99,7017.89,173.34,180.23,8514.42,4825.03,7595.08,10656.4,7.71
Women Dresses,Women,Dresses,Wholesale,2025,Jan,12,true,7696.34,7473.23,158.94,5048.41,7399.4,143.69,134.18,8045.82,5929.92,7408.18,9325.98,7.7
Boys Sets,Boys,Sets,Wholesale,2026,Dec,11,false,7660.56,7054.73,135.59,1571.02,,171.64,,,11132.21,6120.09,2827.74,7.66
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Jun,5,true,7653.21,7696.08,801.14,457.85,6306.97,803.11,848.3,19380.7,24660.79,18330.97,2195.37,68.88
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,Oct,9,true,7646.49,7576.82,902.43,4195.39,7845.42,686.47,765.14,22486.94,17101.92,23114.45,14414.31,68.82
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Aug,7,true,7646.33,7601.07,704.51,3805.53,7406.51,746.25,742.95,21701.3,20300.18,21834.89,9996.11,68.82
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,Mar,2,true,7631.8,7496,785.33,3802.27,8006.98,743.84,687.11,16592.27,14323.16,16965.62,11086.79,68.69
Women Bottoms,Women,Bottoms,Retail Stores,2024,Feb,1,true,7623.62,7475.8,867.93,2969.41,8151.66,713.7,839.21,20110.92,20602.93,20687.29,8490.29,68.61
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,May,4,true,7616.92,7708.15,832.05,1461.78,7954.78,918.38,1003.87,21926.47,24089.43,21832.99,6347.41,68.55
Women Tops,Women,Tops,Wholesale,2024,Dec,11,true,7613.25,7491.96,133.46,1811.53,8197.21,134.29,109.56,5958.58,11193.76,6267.92,2829.31,7.61
Girls Outerwear,Girls,Outerwear,Retail Stores,2026,Aug,7,false,7601.9,8072.34,906.26,3286.92,,897.88,,,21047.65,21317.3,8837.85,68.42
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,Jun,5,true,7597.45,7501.06,802.91,429.9,8050.83,850.22,1041.59,17818.6,22048.55,18506.32,4973.82,68.38
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2026,Feb,1,true,7574.36,7039.51,641.61,1392.82,8529.64,857.93,853.47,21688.31,23751.72,22598.53,7347.27,68.17
Women Dresses,Women,Dresses,Wholesale,2026,May,4,true,7571.97,7698.62,134.59,3264.06,7994.89,154.47,211.96,7336.86,8283.31,7944.25,7394.96,7.57
Women Sleepwear,Women,Sleepwear,Retail Stores,2026,Feb,1,true,7545.97,7542.33,869.56,1708.62,7682.71,904.75,840.55,22448.04,25707.12,22588.24,5399.75,67.91
Boys Swim,Boys,Swim,Wholesale,2024,Jan,12,true,7539.03,7342.12,144.03,5141.89,7039.56,158.13,231.18,8150.8,5727.64,7251.62,9228.68,7.54
Baby Sets,Baby,Sets,Retail Stores,2025,Jan,12,true,7525.84,7618.34,901.22,0,8067.19,842.89,1027.72,33030.74,42199.35,33762.88,0,67.73
Baby Accessories,Baby,Accessories,Wholesale,2026,Apr,3,true,7518.17,7654.38,133.48,1629.77,7521.86,149.61,138,7513.29,12973.2,7378.7,2080.8,7.52
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Aug,7,true,7517.53,7094.33,788.67,3287.6,7471.55,818.79,801.51,20935.83,19901.7,21406.79,9909.07,67.66
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Sep,8,true,7475.34,7385.13,711.79,2082.14,6785.66,874.49,878.71,17717.32,20547.23,16646.79,4516.66,67.28
Women Dresses,Women,Dresses,Wholesale,2024,Aug,7,true,7465.2,7283.85,132.54,0,7337.72,147.77,165.82,7385.32,14751.61,7273.86,142.7,7.47
Women Bottoms,Women,Bottoms,Wholesale,2026,Aug,7,false,7456.06,7838.59,157.68,0,,156.35,,,14598.68,7078.54,99.72,7.46
Baby Sets,Baby,Sets,Wholesale,2026,Jan,12,false,7431.52,7407.47,157.5,5210.34,,142.69,,,5708.91,7388.92,9261.65,7.43
Girls Outerwear,Girls,Outerwear,Retail Stores,2024,May,4,true,7431.05,7432.86,840.57,2777.71,6071.62,696.96,747.22,21342.43,22327.35,20357.52,6225.06,66.88
Baby Sets,Baby,Sets,Wholesale,2024,Nov,10,true,7428.12,7429.53,152.96,1572.57,7238.36,164.16,183.2,7378.68,12110.88,7496.86,2985.68,7.43
Women Sleepwear,Women,Sleepwear,Wholesale,2025,Sep,8,true,7377.05,7473.23,169.04,4320.66,6995.29,148.7,205.67,5631.6,5654.28,5559.62,7438.47,7.38
Baby Accessories,Baby,Accessories,Wholesale,2025,Aug,7,true,7364.83,7323.77,131.44,155.19,6021.07,165.24,165.49,8901.31,15095.21,7557.78,0,7.36
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,Oct,9,true,7319.22,7071.7,826.25,5303.24,7142.71,873.37,886.11,20944.9,16077.68,21458.65,13639.44,65.87
Baby Sets,Baby,Sets,Wholesale,2026,Apr,3,true,7316.7,7289.89,125.42,1158.84,7661.77,160.24,121.63,7352.12,12157.29,7718.89,3045.85,7.32
Girls Outerwear,Girls,Outerwear,Retail Stores,2026,Jul,6,true,7299.85,7705.41,716.95,3723.19,6715.8,840.99,781.64,20508.73,20068.05,21047.65,9186.13,65.7
Women Dresses,Women,Dresses,Wholesale,2025,Apr,3,true,7292.2,7354.61,146.25,1668.68,7122.8,164.84,200.52,7234.54,12852.02,6956.02,1568.33,7.29
Girls Outerwear,Girls,Outerwear,Wholesale,2026,Sep,8,false,7286.62,7936.57,160.47,5001.31,,143.83,,,5126.39,5759.88,8071.22,7.29
Women Bottoms,Women,Bottoms,Retail Stores,2025,Jan,12,true,7260.72,7255.57,836.4,0,7328.47,771.92,925.88,35420.21,43738.72,35640.74,0,65.35
Boys Swim,Boys,Swim,Wholesale,2025,May,4,true,7255.45,7307.16,124.69,3503.35,7257.62,143.88,160.26,8451.01,8397.13,7670.57,6680.03,7.26
Boys Swim,Boys,Swim,Wholesale,2024,Apr,3,true,7249.73,7225.58,146.49,1323.29,6422.55,143.35,151.95,7553.16,12611.25,6866.45,1655.54,7.25
Baby Sets,Baby,Sets,Wholesale,2025,Aug,7,true,7244.14,6975.02,125.29,180.37,8285.85,145.25,152.31,6082.94,14530.07,7133.43,0,7.24
Baby Accessories,Baby,Accessories,Wholesale,2026,Dec,11,false,7243.6,7407.47,145.64,1360.81,,125.77,,,9909.76,5734.35,3201.2,7.24
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Jul,6,true,7237.9,7255.57,791.75,3212.74,7649.98,830.36,1141.05,19106.1,20619.37,20300.18,7814.2,65.14
Girls Outerwear,Girls,Outerwear,Retail Stores,2024,Mar,2,true,7234.49,7228.29,717.19,3807.86,6925.96,834.6,971.52,16918.23,15073.58,16548.17,9608.8,65.11
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Aug,7,true,7210.85,6840.96,808.93,2994.47,6413.23,807.94,944.56,20624.86,18169.91,20547.23,10461.01,64.9
Girls Outerwear,Girls,Outerwear,Wholesale,2024,Mar,2,true,7201.11,7304.66,150.29,2379.98,7553.25,124.06,131.03,5244.08,9581.66,5880.35,3631.05,7.2
Women Dresses,Women,Dresses,Wholesale,2025,Dec,11,true,7178.63,7117.36,128.75,1197.52,6582.15,140.12,171.55,6554.69,10414.88,5929.92,2840.97,7.18
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,Sep,8,true,7158.88,7197.98,725.8,2456.17,6950.5,771.04,723.58,16805.71,18971.96,17101.92,6124.31,64.43
Women Bottoms,Women,Bottoms,Wholesale,2024,Nov,10,true,7150.14,7075.74,136.91,1643.69,6598.61,121.72,143.92,7164.98,11314.37,6920.29,2884.93,7.15
Boys Sleepwear,Boys,Sleepwear,Wholesale,2026,Nov,10,false,7146.02,6662.8,125.65,1597.63,,162.95,,,10841.96,7416.73,3890.88,7.15
Baby Sets,Baby,Sets,Wholesale,2026,Dec,11,false,7136.36,7054.73,153.37,1547.71,,164.04,,,9375.12,5708.91,3641.33,7.14
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,Jun,5,true,7116.61,7000.98,812.64,873.47,7956.07,834.47,965.96,15116.57,21832.99,15897.56,2079.71,64.05
Boys Sets,Boys,Sets,Wholesale,2025,Aug,7,true,7052.16,6975.02,124.41,242.5,5642.1,149.65,143,8542.83,13792.54,7151.85,568.17,7.05
Women Tops,Women,Tops,Wholesale,2024,May,4,true,7028.38,6867.63,124.41,3202.75,6788.73,127.82,195.27,6743.25,8212.66,6612.7,5563.27,7.03
Boys Sets,Boys,Sets,Wholesale,2026,May,4,true,7008.99,6466.84,147.71,3266.84,8430.74,137.04,153.46,5072.6,8345.48,7080.01,5887.57,7.01
Boys Sleepwear,Boys,Sleepwear,Wholesale,2025,Sep,8,true,7007.43,6975.02,126.18,4211.06,6993.06,132.61,133.98,5648.04,4647.91,5356.67,7855.81,7.01
Women Sleepwear,Women,Sleepwear,Wholesale,2026,Nov,10,false,7006.77,7138.72,137.13,1324.04,,150.52,,,10818.55,6814.56,3160.3,7.01
Boys Swim,Boys,Swim,Wholesale,2024,Dec,11,true,6979.08,6992.5,151.57,1535.82,6962.62,140.04,176.6,5827.5,9648.74,5727.64,3205,6.98
Women Bottoms,Women,Bottoms,Wholesale,2026,Jan,12,false,6913.5,7054.73,128.82,4490.7,,132.32,,,4992.96,6656.65,8716.42,6.91
Baby Accessories,Baby,Accessories,Retail Stores,2024,Jan,12,true,6867.39,7016.9,791.29,0,7111.84,659.62,837.9,33293.39,41318.73,33729.9,0,61.81
Women Sleepwear,Women,Sleepwear,Retail Stores,2024,Aug,7,true,6856.43,6667.6,723.39,2462.34,6870.1,682.02,683.8,19034.85,17485.54,18971.96,9086.58,61.71
Girls Outerwear,Girls,Outerwear,Retail Stores,2024,Jun,5,true,6852.33,6750.95,800.33,664.4,6594.63,703.03,848.37,14950.78,20357.52,14819.25,2078.77,61.67
Boys Sets,Boys,Sets,Retail Stores,2024,Jan,12,true,6795.37,6682.76,688.03,0,7311.46,608.06,739.17,30878.39,39001.67,31537.08,0,61.16
Women Sleepwear,Women,Sleepwear,Wholesale,2024,Sep,8,true,6794.35,6555.47,139.17,3626.41,5866.69,131.04,161.73,6166.1,4830.82,5341.62,7442.99,6.79
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2024,Sep,8,true,6747.11,6718.12,665.54,1496.1,6920.75,808.43,768.72,15953.89,17354.72,16077.68,6339.22,60.72
Girls Outerwear,Girls,Outerwear,Wholesale,2025,Sep,8,true,6739.99,6725.91,131.84,3880.92,7868.08,130.09,119.92,3528.58,4352.27,5706.94,8231.49,6.74
Baby Accessories,Baby,Accessories,Wholesale,2025,Jan,12,true,6724.07,6591.39,132.14,4117.63,7945.56,115.37,125.52,4922.48,5018.25,6357.6,8185.52,6.72
Women Bottoms,Women,Bottoms,Wholesale,2025,Aug,7,true,6713.13,6642.87,134.6,145.85,7012.57,147.38,190.77,6353.25,13564.3,6697.07,0,6.71
Girls Outerwear,Girls,Outerwear,Retail Stores,2024,Oct,9,true,6709.32,6819.14,628.95,4718.08,6833.99,599.71,563.56,17951.92,14317.93,18745.69,11797.17,60.38
Girls Outerwear,Girls,Outerwear,Retail Stores,2025,Jul,6,true,6693.26,6530.01,642.27,3102.47,6247.24,613.27,692.82,18668.89,18330.97,18169.91,7205.71,60.24
Boys Sleepwear,Boys,Sleepwear,Retail Stores,2025,Jul,6,true,6685.24,6771.86,798.38,3039.5,6368.65,781.3,997.02,20281.8,19001.91,19901.7,8426.5,60.17
Baby Sets,Baby,Sets,Retail Stores,2024,Jan,12,true,6673.92,6682.76,781.95,0,6027.53,684.19,826.99,33143.01,40064.91,32646.73,0,60.07
Women Bottoms,Women,Bottoms,Wholesale,2026,Apr,3,true,6667.65,6942.75,149.49,1351.96,6951.9,115.09,156.69,5770.27,11388.11,6329.44,1730.75,6.67
Women Sleepwear,Women,Sleepwear,Retail Stores,2025,Feb,1,true,6602.46,6391.81,574.26,1066.73,7064.36,699.29,731.43,19769.38,21066.98,19846.94,6141.13,59.42
